,xxx
2100,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[N:16]([C:17]#[N:18])[O:15][C:14]1([C:12]([NH:11][CH3:10])=[O:13])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
2101,[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:14]([C:12]([O:11][CH3:10])=[O:13])([CH3:15])[O:16][C:17]3([C:18]#[N:19])[C:20]([CH3:21])=[O:22]
2102,[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]([CH3:11])=[O:12])([C:13]([CH3:14])=[O:15])[CH2:16][CH2:17][CH2:18][CH2:19]1.[CH3:20][O:21][C:22](=[O:23])[CH:24]=[NH+:25][C-:26]([C:27]([CH3:28])=[O:29])[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1
2103,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C:9]([CH3:10])=[NH+:11][C-:12]([CH3:13])[C:14](=[O:15])[O:16][CH3:17]
2104,[C:1]1(=[O:2])[C@:3]2([O:4][CH3:5])[C@:6]([O:7][CH3:8])([C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14])[C:19]([C:17]([NH:16][CH3:15])=[O:18])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[O:20][C:21]2([CH3:22])[C:23]#[N:24]
2105,[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([CH3:12])[NH:13][C:14]1([C:15](=[O:16])[NH:17][CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
2106,[CH3:17][O:18][C:19](=[O:20])[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)=[N+:28]([CH3:29])[CH-:30][C:31]#[N:32].[Cl:1]/[C:2](=[C:3](/[Cl:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1
2107,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]2=[C:9]([C:10]([CH3:11])([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:18]1([CH3:17])[NH:19][C:20]2([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[C:27](=[O:28])[O:29]1
2108,[CH3:1][C:2]1([Cl:3])[C:4]2=[C:5]([C:6]([C:7]#[N:8])([C:9]#[N:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[C:19]1([C:17]([NH:16][CH3:15])=[O:18])[C:20](=[O:21])[O:22][C:23]2([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[N:30]1[CH3:31]
2109,[N:1]#[C:2][C:3]1([F:4])[C:5]2=[C:6]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1)[C:16]([C:14]([O:13][CH3:12])=[O:15])([C:26]([CH3:27])=[O:28])[NH:17][C:18]2([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1
2110,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([CH3:20])[n+:21]1[CH3:22]
2111,[CH3:1][C:2]1([C:3]([F:4])([F:5])[F:6])[C:7]2=[C:8]([C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:26]([C:24]([O:23][CH3:22])=[O:25])([C:27]#[N:28])[NH:29][C:30]2([C:31]([CH3:32])=[O:33])[C:34]([CH3:35])=[O:36]
2112,[CH3:15][C:16]([C:17]#[N:18])=[N+:19]([CH3:20])[C-:21]([C:22]#[N:23])[C:24]#[N:25].[N:1]#[C:2][CH:3]1[C:4]#[C:5][C:6]([C:7]#[N:8])([C:9]#[N:10])[CH2:11][CH2:12][CH2:13][CH2:14]1
2113,[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[N:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[O:12][CH:11]2[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1
2114,[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([C:18]#[N:19])[O:20][CH:21]2[C:22]#[N:23]
2115,[CH3:1][C@H:2]1[C@H:3]([CH3:4])[NH:10][NH:9][N:8]1[C:6]([CH3:5])=[O:7]
2116,[CH3:9][C:10](=[O:11])[C-:12]([C:13]#[N:14])[NH+:15]=[C:16]([CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]
2117,[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2=[C:7]([C:8]([Cl:9])([Br:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[N:19]([C:17]([NH:16][CH3:15])=[O:18])[N:20]([CH3:21])[CH:22]2[C:23]([CH3:24])=[O:25]
2118,[CH3:10][N-:11][N+:12]#[C:13][C:14](=[O:15])[NH:16][CH3:17].[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2
2119,[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[C:17]([C:15]([O:14][CH3:13])=[O:16])([CH3:18])[N:19]([CH3:20])[O:21]2
2120,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14].[CH3:15][C:16](=[O:17])[C:18]#[N+:19][O-:20]
2121,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[NH+:13][N-:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
2122,[O-:1][C:2](=[O:3])[C@H:4]1[C@@H:5]([C:6](=[O:7])[O-:8])[C:13]([C:11]([O:10][CH3:9])=[O:12])([C:19]([CH3:20])=[O:21])[N:14]=[C:15]1[C:16]([CH3:17])=[O:18]
2123,[CH3:14][NH:15][C:16](=[O:17])[C-:18]([N+:19]#[C:20][C:21](=[O:22])[O:23][CH3:24])[C:25](=[O:26])[NH:27][CH3:28].[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][CH:8]([CH3:9])[CH2:10][CH2:11][CH2:12][CH2:13]1
2124,[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N:14]([CH3:15])[C:11]3([CH3:10])[C:12]#[N:13]
2125,[C:1]1(=[O:2])[C@:3]2([O:4][CH3:5])[C@:6]([O:7][CH3:8])([C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14])[C:19]([C:17]([O:16][CH3:15])=[O:18])([C:28](=[O:29])[O:30][CH3:31])[NH:20][CH:21]2[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
2126,[CH3:9][O:10][C:11](=[O:12])[C-:13]([C:14]#[N:15])[N+:16]#[C:17][C:18]#[N:19].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]
2127,[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([C:12](=[O:13])[O:14][CH3:15])[N:16]([CH3:17])[C:18]1([C:19](=[O:20])[O:21][CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
2128,[CH3:1][C:2](=[O:3])[C:4]12[C:5]([Br:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:16]([C:14]([O:13][CH3:12])=[O:15])([CH3:17])[NH:18][C:19]2([CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
2129,[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2=[C:7]([C:8]([CH3:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:18]([CH3:19])([C:20]([CH3:21])=[O:22])[N:17]=[CH:16]2
2130,[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:13]([CH3:12])=[N:14][C:15]2([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22]
2131,[CH3:1][O:2][C:3](=[O:4])[C:5]1([O:6][CH3:7])[C:8]2=[C:9]([C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:23]([C:21]([NH:20][CH3:19])=[O:22])([C:24]#[N:25])[O:26][C:27]2([C:28](=[O:29])[O:30][CH3:31])[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1
2132,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][CH-:6][N+:7]([CH3:8])=[C:9]([CH3:10])[C:11]#[N:12]
2133,[CH3:11][C:12](=[O+:13][NH-:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2
2134,[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[C:19]([C:20]#[N:21])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[N:18]=[C:17]2[C:15]([O:14][CH3:13])=[O:16]
2135,[F:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[C:16]([CH3:17])([CH3:18])[NH:15][C:13]2([C:11]([NH:10][CH3:9])=[O:12])[CH3:14]
2136,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[N:19]2[O:18][C:17]1([C:15]([O:14][CH3:13])=[O:16])[C:21](=[O:22])[O:20]2
2137,[CH2-:9][N+:10]([CH3:11])=[C:12]([C:13](=[O:14])[NH:15][CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]
2138,[CH3:15][NH:16][C:17](=[O:18])[N-:19][N+:20]#[C:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2
2139,[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:13]([C:14]#[N:15])=[N:12][CH:11]1[C:9]([O:8][CH3:7])=[O:10]
2140,[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[NH:9][O:8][C:7]1([C:6]#[N:5])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1
2141,[CH3:1][C:2](=[O:3])[C:4]12[CH:5]([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:15]1([C:13]([NH:12][CH3:11])=[O:14])[O:16][C:17](=[O:18])[C:19]2([C:20]([CH3:21])=[O:22])[O:23]1
2142,[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:12]([C:13]#[N:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[NH:11][C:10]1([C:8]([NH:7][CH3:6])=[O:9])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
2143,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:20]([CH3:21])([CH3:22])[N:18]([CH3:19])[C:15]2([C:13]([O:12][CH3:11])=[O:14])[C:16]#[N:17]
2144,[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[C:21]([C:22]#[N:23])([C:24](=[O:25])[O:26][CH3:27])[NH:20][C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:28](=[O:29])[NH:30][CH3:31]
2145,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][CH:16]([C:17]#[N:18])[N:14]([CH3:15])[CH:13]1[C:11]([CH3:10])=[O:12]
2146,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C@@:11]2([CH3:12])[C@:13]1([CH3:14])[C:19]([C:17]([NH:16][CH3:15])=[O:18])([C:27](=[O:28])[NH:29][CH3:30])[NH:20][C:21]2([C:22]#[N:23])[C:24]([CH3:25])=[O:26]
2147,[CH3:15][NH:16][C:17](=[O:18])[CH:19]=[NH+:20][CH-:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[F:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2
2148,[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:15]([C:13]([NH:12][CH3:11])=[O:14])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[NH:16][C:17]2([CH3:18])[CH3:19]
2149,[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])([C:11]#[N:12])[NH:13][C:14]1([C:15](=[O:16])[O:17][CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
2150,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][c-:8]1[nH+:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[o:17][c:18]1=[O:19]
2151,[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:11]([C:12]#[N:13])[N:10]=[C:9]1[C:7]([O:6][CH3:5])=[O:8]
2152,[Cl:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:18]([C:16]([CH3:15])=[O:17])([C:33]([CH3:34])=[O:35])[O:19][C:20]3([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1
2153,[CH3:1][O:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[N:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[NH:13][CH:12]2[CH3:11]
2154,[CH3:1][CH:2]1[C:3]2=[C:4]([C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:26]([C:24]([NH:23][CH3:22])=[O:25])([C:34](=[O:35])[NH:36][CH3:37])[NH:27][C:28]2([CH3:29])[C:30](=[O:31])[O:32][CH3:33]
2155,[CH2-:5][O+:6]=[C:7]([C:8]#[N:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[CH3:1]/[CH:2]=[CH:3]\[CH3:4]
2156,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C:9]#[N+:10][C-:11]([CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1
2157,[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:8]([C:9]#[N:10])[N:7]=[C:6]1[CH3:5]
2158,[CH3:17][O:18][C:19](=[O:20])[CH-:21][O+:22]=[C:23]([CH3:24])[C:25]#[N:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1
2159,[CH3:1][O:2]/[CH:3]=[CH:4]/[O:5][CH3:6].[CH3:7][NH:8][C:9](=[O:10])[C-:11]([C:12](=[O:13])[O:14][CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[C:20]#[N:21]
2160,[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[N:15]([CH3:16])[C:11]1([C:9]([NH:8][CH3:7])=[O:10])[C:12]([CH3:13])=[O:14]
2161,[Cl:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[C:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)=[N:16][C:13]2([C:11]([NH:10][CH3:9])=[O:12])[C:14]#[N:15]
2162,[CH3:11][O:12][C:13](=[O:14])[N-:15][N+:16]([CH3:17])=[C:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[N:1]#[C:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2
2163,[CH3:19][O:20][C:21](=[O:22])[C:23]([CH3:24])=[O+:25][C-:26]([C:27]#[N:28])[C:29](=[O:30])[O:31][CH3:32].[CH3:1][O:2][C:3](=[O:4])/[C:5](=[C:6](\[C:7](=[O:8])[O:9][CH3:10])[C:11]([F:12])([F:13])[F:14])[C:15]([F:16])([F:17])[F:18]
2164,[CH3:13][C:14]([C:15]#[N:16])=[N+:17]([CH3:18])[C-:19]([C:20]#[N:21])[C:22]#[N:23].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2
2165,[CH3:1][O:2][C:3]1([C:4]#[N:5])[C:6]([O:7][CH3:8])([O:9][CH3:10])[N:13]([C:12]#[N:11])[O:14][CH:15]1[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1
2166,[O-:1][C:2](=[O:3])[C@@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:10]2([CH3:9])[O:11][N:12]1[O:13][C:14]2=[O:15]
2167,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[N:12]=[C:11]2[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1
2168,[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:11]2([C:9]([O:8][CH3:7])=[O:10])[NH:12][C:13]1([C:14]([CH3:15])=[O:16])[O:17][C:18]2=[O:19]
2169,[CH3:16][O:17][C:18](=[O:19])[C:20]([C:21]([CH3:22])=[O:23])=[N+:24]([CH3:25])[N-:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[NH:9][CH3:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2
2170,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][O:8][C:9](=[O:10])[c:11]1[o:12][c:13](=[O:14])[n-:15][n+:16]1[CH3:17]
2171,[CH3:1][NH:2][C:3](=[O:4])[C@:5]1([CH3:6])[C@:7]([CH3:8])([C:9](=[O:10])[NH:11][CH3:12])[C:21]([C:22]#[N:23])([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[NH:20][C:17]1([C:15]([NH:14][CH3:13])=[O:16])[C:18]#[N:19]
2172,[CH3:18][NH:19][C:20](=[O:21])[C:22]#[N+:23][O-:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]#[C:10][C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1
2173,[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:12]([CH3:13])([C:14]#[N:15])[O:11][C:9]1([C:7]([O:6][CH3:5])=[O:8])[CH3:10]
2174,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C:8](=[O:9])[C:10]([CH3:11])=[O+:12][CH-:13][C:14]#[N:15]
2175,[CH3:13][CH:14]=[N+:15]([CH3:16])[C-:17]([C:18]#[N:19])[C:20](=[O:21])[NH:22][CH3:23].[CH3:1][C:2]1([Cl:3])[C:4]#[C:5][C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1
2176,[CH3:12][N-:13][NH+:14]=[C:15]([C:16](=[O:17])[NH:18][CH3:19])[C:20](=[O:21])[O:22][CH3:23].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([F:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2
2177,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[C:6]2=[C:7]([C:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH2:21][CH2:22][CH2:23][CH2:24]1)[C:31]([C:32]#[N:33])([C:34]([CH3:35])=[O:36])[O:30][C:29]2([C:27]([O:26][CH3:25])=[O:28])[c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1
2178,[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([F:7])([Cl:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([C:25](=[O:26])[O:27][CH3:28])[O:18][C:19]2([CH3:20])[C:21](=[O:22])[O:23][CH3:24]
2179,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C-:6]([C:7]#[N:8])[N+:9]#[C:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1
2180,[CH3:1][C:2]#[C:3][Br:4].[CH3:5][CH-:6][O+:7]=[C:8]([CH3:9])[C:10](=[O:11])[O:12][CH3:13]
2181,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][NH:8][C:9](=[O:10])[C:11]#[N+:12][C-:13]([C:14]([CH3:15])=[O:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
2182,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[c-:7]1[c:8](=[O:9])[o:10][c:11]([CH3:12])[n+:13]1[CH3:14]
2183,[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:19]([CH3:20])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[N:17]([CH3:18])[C:14]2([C:12]([NH:11][CH3:10])=[O:13])[C:15]#[N:16]
2184,[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[N:14]([C:12]([O:11][CH3:10])=[O:13])[NH:15][CH:16]1[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
2185,[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[C:27]([C:25]([NH:24][CH3:23])=[O:26])([CH3:28])[NH:29][CH:30]1[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1
2186,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][NH:8][C:9](=[O:10])[C:11](=[NH+:12][C-:13]([C:14]([CH3:15])=[O:16])[C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
2187,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH:5]#[N+:6][CH-:7][C:8](=[O:9])[NH:10][CH3:11]
2188,[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][C:12]([Cl:13])([C:14](=[O:15])[O:16][CH3:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[N:22]#[C:23][N-:24][O+:25]=[C:26]([C:27]#[N:28])[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1
2189,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:17]([C:18]#[N:19])([C:20]#[N:21])[O:16][C:15]2([C:13]([O:12][CH3:11])=[O:14])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
2190,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[C:15](=[NH+:16][N-:17][C:18]([CH3:19])=[O:20])[C:21](=[O:22])[O:23][CH3:24]
2191,[CH3:10][C:11]#[N+:12][C-:13]([C:14](=[O:15])[NH:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:1][C:2]#[C:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1
2192,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][N:15]([C:16]#[N:17])[NH:14][N:13]1[C:11]([CH3:10])=[O:12]
2193,[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:11]([C:9]([O:8][CH3:7])=[O:10])([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[O:12][C:13]1([CH3:14])[CH3:15]
2194,[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([C:7]([F:8])([F:9])[F:10])([C:11]([F:12])([F:13])[F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:23]([C:21]([O:20][CH3:19])=[O:22])=[N:24][C:25]2([C:26]([CH3:27])=[O:28])[C:29]([CH3:30])=[O:31]
2195,[CH3:11][NH:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([C:20]#[N:21])[n+:22]1[CH3:23].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7](=[O:8])[O:9][CH3:10]
2196,[CH3:13][NH:14][C:15](=[O:16])[C:17](=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22])[C:23](=[O:24])[O:25][CH3:26].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2
2197,[CH3:10][C:11](=[O:12])[C:13](=[O+:14][O-:15])[C:16]([CH3:17])=[O:18].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]
