,xxx
1908,[C:1]([C:2](=[C:3]([H:4])[C:5](=[O:6])[N:7]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[H:12][C:21]1([H:35])[C:20]([H:34])=[C:19]([C:17]([C:16]([C:15]([H:25])([H:26])[H:27])([H:28])[H:29])([C:18]([H:31])([H:32])[H:33])[H:30])[C:24]([H:38])=[C:23]([H:37])[C:22]1[H:36]
1909,[C:13]([C:14](=[C:15]([H:16])[N:17]([C:18](=[O:19])[H:26])[H:25])[H:24])([H:20])([H:21])[H:22].[C:1]([C:2]([O:3])([O:4][C:5](=[C:6]([H:11])[H:12])[H:10])[H:23])([H:7])([H:8])[H:9]
1910,[H:12].[O:1]([C:2]([C:3](=[C:4]([C:5]([C:6]([C:7]([H:18])([H:19])[H:20])([H:16])[H:17])([H:14])[H:15])[H:13])[H:11])([H:9])[H:10])[H:8]
1911,[H:9][C:13]([C:12]([C:11]([H:22])([H:23])[H:24])([c:16]1[c:17]([H:26])[c:18]([H:27])[c:19]([H:28])[c:20]([H:29])[c:21]1[H:30])[H:25])([H:14])[H:15].[N:1]([C:2](=[O:3])[C:4](=[C:5][H:10])[H:8])([H:6])[H:7]
1912,[C:16]([C:17](=[C:18]([H:19])[H:20])[N:21]([C:22](=[O:23])[H:29])[H:28])([H:24])([H:25])[H:26].[C:1]([O:2][C:3]([O:4])([C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])[H:27])([H:8])([H:9])[H:10]
1913,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])=[C:8]([C:9]([H:17])([H:18])[H:19])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[H:15][C:25]([C:24]([C:22]([O:21][C:20]([H:27])([H:28])[H:29])=[O:23])[C:26]([H:32])([H:33])[H:34])([H:30])[H:31]
1914,[C:1]([H:2])([H:3])([H:4])[H:10].[C:5](=[C:6]([N:7]([C:8](=[O:9])[H:14])[H:13])[H:12])[H:11]
1915,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]=[O:6])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[N:7]([H:17])([H:18])[C:21]([C:20]([C:19]([H:27])([H:28])[H:29])([H:30])[H:31])([C:22]([H:32])([H:33])[H:34])[C:23](=[O:24])[O:25][C:26]([H:35])([H:36])[H:37]
1916,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])[H:15])([H:13])[O:17][O:16][H:18])([H:11])[H:12])([H:8])([H:9])[H:10]
1917,[C:1]([C:2]([C:3]([H:4])([H:5])[C:22]([C:23]([C:24]([H:34])([H:35])[H:36])([N:25]([C:26](=[O:27])[H:38])[H:37])[H:33])([H:31])[H:32])([c:6]1[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]([H:19])[c:11]1[H:20])[H:15])([H:12])([H:13])[H:14].[C:21]([H:28])([H:29])[H:30]
1918,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7][H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:14][C:18]([C:17]([C:16]([H:22])([H:23])[H:24])([H:25])[H:26])([H:19])[O:20][C:21]([H:27])([H:28])[H:29]
1919,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[H:29])([H:11])([H:12])[H:13].[C:20](=[C:21]([N:22]([C:23]=[O:24])[H:28])[H:27])([H:25])[H:26]
1920,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[C:21]([C:22](=[C:23]([H:24])[H:25])[O:26][C:27](=[O:28])[C:29]([H:34])([H:35])[H:36])([H:30])([H:31])[H:32].[C:5]([H:15])([H:16])([H:17])[H:33]
1921,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])([H:10])[H:33])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:20](=[C:21]([c:22]1[c:23]([H:31])[c:24]([H:32])[c:25][c:26]([H:34])[c:27]1[H:35])[H:30])([H:28])[H:29]
1922,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])=[C:5]([H:6])[H:7])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][C:22]([C:21]([O:20][C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])[H:26])([H:27])[H:28]
1923,[C:1]([C:2](=[C:3][H:11])[C:4](=[O:5])[O:6][H:12])([H:7])([H:8])[H:9].[H:10][C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17]
1924,[C:15]([C:16](=[C:17][H:25])[C:18](=[O:19])[O:20][H:26])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:24])([H:11])[H:12])([H:8])([H:9])[H:10]
1925,[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]([O:5])([O:6][H:12])[C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17])([H:7])([H:8])[H:9]
1926,[C:1]([C:2]([C:3]([C:4]([H:14])[H:16])([C:5](=[O:6])[O:7][H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:15][C:18]([H:19])([H:20])[H:21]
1927,[C:16]([C:17]([H:27])[H:28])([H:24])([H:25])[H:26].[C:1]([C:2]([O:3][C:4]1([C:6](=[C:7]([H:14])[H:15])[H:13])[O:5][C:18]1([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34])([H:11])[H:12])([H:8])([H:9])[H:10]
1928,[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]=[O:5])([H:7])([H:8])[H:9].[O:6]([H:12])[C:17]([C:15]([O:14][C:13]([H:20])([H:21])[H:22])([C:16]([H:24])([H:25])[H:26])[H:23])([H:18])[H:19]
1929,[C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[C:15]([H:25])([H:26])[H:27])([H:11])[H:12])([H:8])([H:9])[H:10]
1930,[C:14]([C:15]([H:24])[H:25])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])([H:5])[C:16]([C:17]([H:27])([H:28])[H:29])([N:18]([C:19](=[O:20])[H:31])[H:30])[H:26])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
1931,[O:1]([C:2]([O:3][C:10]([H:11])([H:12])[H:13])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]
1932,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])=[C:8]([C:9]([H:17])([H:18])[H:19])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[H:15][C:23]1([H:31])[C:22]([C:21](=[C:20]([H:28])[H:29])[H:30])[C:27]([H:35])=[C:26]([H:34])[C:25]([H:33])=[C:24]1[H:32]
1933,[C:13]([C:14](=[C:15]([H:16])[O:17][C:18](=[O:19])[C:20]([H:26])([H:27])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([H:7])([H:8])([H:9])[H:25].[C:2](=[C:3]([H:10])[H:11])[C:4](=[O:5])[O:6][H:12]
1934,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])[H:9].[H:8][O:19][H:20]
1935,[H:9][C:18]([C:16]([C:14]([O:13][C:12]([C:11]([H:21])([H:22])[H:23])([H:24])[H:25])=[O:15])([C:17]([H:27])([H:28])[H:29])[H:26])([H:19])[H:20].[N:1]([C:2](=[O:3])[C:4](=[C:5][H:10])[H:8])([H:6])[H:7]
1936,[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])[H:9])([H:5])([H:6])[H:7].[H:8][C:15]([C:14]([C:13]([H:23])([H:24])[H:25])([H:26])[H:27])([H:16])[c:17]1[c:18]([H:28])[c:19]([H:29])[c:20]([H:30])[c:21]([H:31])[c:22]1[H:32]
1937,[C:11](=[O:12])[H:17].[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[H:5][N:10]([C:9](=[C:8]([H:13])[H:14])[H:15])[H:16]
1938,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([N:5]([C:6](=[O:7])[H:18])[H:17])[H:13])([H:11])[H:12])([H:8])[H:9].[H:10][C:21]([C:20]([C:19]([H:27])([H:28])[H:29])([N:24]([C:25](=[O:26])[H:32])[H:31])[H:30])([H:22])[H:23]
1939,[C:17]([C:18](=[C:19][H:27])[C:20](=[O:21])[O:22][H:28])([H:23])([H:24])[H:25].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[H:26])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
1940,[C:1]([H:5])([H:6])([H:7])[C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17].[C:2](=[C:3]([H:8])[H:9])[C:4]([H:10])([H:11])[H:12]
1941,[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])([H:10])[O:12][O:11][H:13])[H:8])([H:6])[H:7]
1942,[C:1]([C:2](=[C:3]([H:4])[H:5])[c:6]1[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]([H:19])[c:11]1[H:20])([H:12])([H:13])[H:14].[C:22]([C:23]([C:24]([H:34])([H:35])[H:36])([N:25]([C:26](=[O:27])[H:38])[H:37])[H:33])([H:31])[H:32].[H:15][C:21]([H:28])([H:29])[H:30]
1943,[C:1]([C:2]([H:11])[H:12])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])([H:13])[C:19]([H:20])([H:21])[H:22]
1944,[C:1]([C:2]([H:11])([H:12])[C:23]([C:21]([C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([C:22]([H:32])([H:33])[H:34])[H:31])([H:24])[H:25])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13]
1945,[C:1]([C:2]([C:3](=[C:4][H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7].[H:11][C:16]([C:14]([C:13]([H:22])([H:23])[H:24])([C:15]([H:25])([H:26])[H:27])[C:19](=[O:20])[O:21][H:28])([H:17])[H:18]
1946,[C:19]([C:20](=[C:21]([H:22])[c:23]1[c:24]([H:34])[c:25]([H:35])[c:26]([H:36])[c:27]([H:37])[c:28]1[H:38])[H:32])([H:29])([H:30])[H:31].[C:1]([C:2]([C:3]([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:14])([H:15])([H:16])[H:33]
1947,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[C:21]([C:22](=[C:23]([H:24])[C:25]([C:26]([H:34])([H:35])[H:36])([H:32])[H:33])[H:30])([H:27])([H:28])[H:29].[C:5]([H:15])([H:16])([H:17])[H:31]
1948,[O:1][O:2][C:6]([C:5]([H:3])([C:4]([H:10])([H:11])[H:12])[C:7](=[O:8])[O:9][H:15])([H:13])[H:14]
1949,[C:17](=[C:18]([c:19]1[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]([H:31])[c:24]1[H:32])[H:27])[H:26].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[H:25])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
1950,[C:1]([C:2]([C:3]([H:4])([O:5][C:6]([H:12])([H:13])[H:14])[O:17][C:16]([C:15]([H:21])([H:22])[H:23])[O:18][C:19](=[C:20]([H:25])[H:26])[H:24])([H:10])[H:11])([H:7])([H:8])[H:9]
1951,[C:10]([C:11]([C:12]([H:22])([H:23])[H:24])([C:13]([H:14])[H:15])[C:16](=[O:17])[O:18][H:25])([H:19])([H:20])[H:21].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]
1952,[C:1]([H:5])([H:6])([H:7])[C:15]([C:14]([C:13]([H:19])([H:20])[H:21])([H:22])[H:23])([H:16])[O:17][C:18]([H:24])([H:25])[H:26].[C:2](=[C:3]([H:8])[H:9])[C:4]([H:10])([H:11])[H:12]
1953,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:18])([H:19])[H:20])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:16][O:21][H:22]
1954,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][H:17])[H:13])[H:12])([H:8])([H:9])[H:10].[H:11][O:20][O:19][C:18]([H:21])([H:22])[H:23]
1955,[C:17](=[C:18]([c:19]1[c:20]([H:28])[c:21]([H:29])[c:22][c:23]([H:31])[c:24]1[H:32])[H:27])([H:25])[H:26].[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[H:30])([H:9])[H:10])([H:6])([H:7])[H:8]
1956,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:26])([H:27])[H:28])([H:29])[H:30])([H:19])[c:20]1[c:21]([H:31])[c:22]([H:32])[c:23]([H:33])[c:24]([H:34])[c:25]1[H:35])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
1957,[C:17](=[C:18]([H:23])[H:24])[H:22].[C:1]([C:2](=[C:3]([H:4])[C:5](=[O:6])[N:7]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[H:12][O:16][C:15]([H:19])([H:20])[H:21]
1958,[C:1]([O:2][C:3]=[C:4]([H:9])[H:10])([H:5])([H:6])[H:7].[H:8][C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[N:15]([C:16](=[O:17])[H:24])[H:23]
1959,[C:1]([C:2]([O:3][C:4]1=[C:6]([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[O:5]1)([H:14])[H:15])([H:11])([H:12])[H:13].[H:16][C:23]([N:22]([C:21](=[C:20]([H:25])[H:26])[H:27])[H:28])([O:24])[H:29]
1960,[C:1]([H:11])([H:12])([H:13])[H:37].[C:25]([C:26](=[C:27]([H:28])[H:29])[O:30][C:31](=[O:32])[C:33]([H:38])([H:39])[H:40])([H:34])([H:35])[H:36].[C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15]
1961,[C:11]([C:12](=[C:13]([H:14])[H:15])[O:16][C:17](=[O:18])[C:19]([H:24])([H:25])[H:26])([H:20])([H:21])[H:22].[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])[H:10])([H:8])[H:23])([H:6])[H:7]
1962,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[C:21]([C:22]([C:23]([H:24])[H:25])([N:26]([C:27](=[O:28])[H:34])[H:33])[H:32])([H:29])([H:30])[H:31]
1963,[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:6])([H:7])[C:15]([C:16]([N:17]([C:18](=[O:19])[H:24])[H:23])[H:22])([H:20])[H:21])[H:11])([H:8])([H:9])[H:10]
1964,[C:13]([O:14][C:15]([C:16]([H:24])([H:25])[H:26])=[C:17]([H:18])[H:19])([H:20])([H:21])[H:22].[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[H:23])([H:5])([H:6])[H:7]
1965,[H:8][C:13]([C:12]([C:11]([H:19])([H:20])[H:21])([C:16](=[O:17])[N:18]([H:23])[H:24])[H:22])([H:14])[H:15].[N:1]([C:2](=[O:3])[C:4]=[C:5]([H:9])[H:10])([H:6])[H:7]
1966,[C:17](=[C:18]([N:19]([C:20](=[O:21])[H:26])[H:25])[H:24])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])[H:5])([O:6][C:7](=[O:8])[C:9]([H:14])([H:15])[H:16])[H:13])([H:10])([H:11])[H:12]
1967,[C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])[H:10])([H:6])([H:7])[H:8].[H:9][C:20]([C:18]([C:17]([H:23])([H:24])[H:25])=[C:19]([H:26])[H:27])([O:21])[O:22][H:28]
1968,[C:10](=[C:11]([H:18])[H:19])[H:17].[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[H:5][C:9]([C:8]([H:12])([H:13])[H:14])([H:15])[H:16]
1969,[C:15](=[C:16]([N:17]([C:18]=[O:19])[H:23])[H:22])([H:20])[H:21].[C:1]([C:2]([C:3]([H:4])([O:5][C:6]([H:12])([H:13])[H:14])[H:24])([H:10])[H:11])([H:7])([H:8])[H:9]
1970,[C:4](=[C:5]([H:9])[H:10])[H:8].[N:1]([C:2](=[O:3])[C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[C:15](=[O:16])[N:17]([H:23])[H:24])([H:6])[H:7]
1971,[C:17]([C:18](=[C:19]([H:20])[H:21])[c:22]1[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]([H:35])[c:27]1[H:36])([H:28])([H:29])[H:30].[C:1](=[C:2]([C:3]1([H:31])[C:4]([H:12])[C:5]([H:13])=[C:6]([H:14])[C:7]([H:15])=[C:8]1[H:16])[H:11])([H:9])[H:10]
1972,[C:17]([C:18]([C:19]([C:20]([H:30])([H:31])[H:32])[N:21]([C:22](=[O:23])[H:34])[H:33])([H:27])[H:28])([H:24])([H:25])[H:26].[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:5])([H:6])[H:29])[C:7](=[O:8])[O:9][H:16])([H:10])([H:11])[H:12]
1973,[C:1]([H:8])([H:9])([H:10])[C:18]([C:17]([C:16]([H:23])([H:24])[H:25])([H:26])[H:27])([C:19]([H:28])([H:29])[H:30])[C:20](=[O:21])[O:22][H:31].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12]
1974,[C:1]([C:2]([O:3][C:24]([H:25])([H:26])[H:27])([H:13])[H:14])([H:10])([H:11])[H:12].[C:4](=[O:5])[C:6]([C:7]([H:16])([H:17])[H:18])([C:8]([C:9]([H:21])([H:22])[H:23])([H:19])[H:20])[H:15]
1975,[C:1]([C:2]([O:3][C:4]([O:5])([C:6](=[C:7]([H:14])[H:15])[H:13])[C:23]([C:21]([C:19]([O:18][C:17]([C:16]([H:26])([H:27])[H:28])([H:29])[H:30])=[O:20])([C:22]([H:32])([H:33])[H:34])[H:31])([H:24])[H:25])([H:11])[H:12])([H:8])([H:9])[H:10]
1976,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[C:24]1([H:32])[C:23]([H:31])=[C:22]([C:21](=[C:20]([H:28])[H:29])[H:30])[C:27]([H:35])=[C:26]([H:34])[C:25]1[H:33])([H:12])[H:13])([H:9])([H:10])[H:11]
1977,[H:7][C:12]([C:11]([C:10]([H:18])([H:19])[H:20])([N:15]([C:16](=[O:17])[H:23])[H:22])[H:21])([H:13])[H:14].[O:1]([C:2](=[O:3])[C:4]=[C:5]([H:8])[H:9])[H:6]
1978,[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[N:8]([H:13])[H:14])([H:9])([H:10])[H:11].[H:12][C:20]([C:19]([C:17]([O:16][C:15]([H:22])([H:23])[H:24])=[O:18])[C:21]([H:27])([H:28])[H:29])([H:25])[H:26]
1979,[C:1]([C:2]([C:3]([C:4]([H:11])[H:12])([H:10])[C:13]([H:14])([H:15])[H:16])([H:8])[H:9])([H:5])([H:6])[H:7]
1980,[C:1]([C:2]([H:11])([H:12])[C:21]([C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([H:22])[C:23](=[O:24])[N:25]([H:31])[H:32])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13]
1981,[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[C:9]([C:10]([C:11]([H:20])([H:21])[H:22])([O:12][C:13]([H:23])([H:24])[H:25])[H:19])([H:17])[H:18].[H:5][C:8]([H:14])([H:15])[H:16]
1982,[C:16]([C:17]([C:18]([C:19]([H:28])([H:29])[H:30])[C:20](=[O:21])[O:22][H:31])([H:26])[H:27])([H:23])([H:24])[H:25].[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]
1983,[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:21]1([H:29])[C:20]([H:28])=[C:19]([C:18](=[C:17]([H:25])[H:26])[H:27])[C:24]([H:32])=[C:23]([H:31])[C:22]1[H:30])([H:9])[H:10])([H:6])([H:7])[H:8]
1984,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])([C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])[C:26]1([H:40])[C:25]([H:39])=[C:24]([C:22]([C:21]([C:20]([H:30])([H:31])[H:32])([H:33])[H:34])([C:23]([H:36])([H:37])[H:38])[H:35])[C:29]([H:43])=[C:28]([H:42])[C:27]1[H:41])([H:13])[H:14])([H:10])([H:11])[H:12]
1985,[C:12]([O:13][C:14](=[O:15])[C:16](=[C:17]([H:22])[H:23])[C:18]([H:24])([H:25])[H:26])([H:19])([H:20])[H:21].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:6])([H:7])[H:8]
1986,[C:1]([C:2]([H:11])[H:12])([H:8])([H:9])[H:10].[C:3]1([C:4]([H:14])([H:15])[H:16])([H:13])[C:5]([N:7]([H:17])[H:18])([C:24]([C:22]([O:21][C:20]([C:19]([H:28])([H:29])[H:30])([H:31])[H:32])=[O:23])([H:25])[C:26]([C:27]([H:35])([H:36])[H:37])([H:33])[H:34])[O:6]1
1987,[H:7][C:12]([C:11]([C:10]([H:18])([H:19])[H:20])([H:21])[H:22])([C:13]([H:23])([H:24])[H:25])[C:14](=[O:15])[O:16][C:17]([H:26])([H:27])[H:28].[O:1]([C:2](=[O:3])[C:4]=[C:5]([H:8])[H:9])[H:6]
1988,[C:1]([C:2](=[O:3])[O:4][C:5](=[C:6]([H:11])[H:12])[H:10])([H:8])[H:9].[H:7][C:15]([C:14]([C:13]([H:22])([H:23])[H:24])([O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])[H:25])([H:16])[H:17]
1989,[C:10](=[C:11]([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14])([H:16])[H:17].[O:1]([C:2]([O:3])([C:4](=[C:5]([H:8])[H:9])[H:7])[H:15])[H:6]
1990,[C:1]([C:2](=[C:3]([C:4]([H:14])([H:15])[H:16])[C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[H:12])([H:9])([H:10])[H:11].[H:13][C:27]1([H:41])[C:26]([H:40])[C:25]([H:39])=[C:24]([C:22]([C:21]([C:20]([H:30])([H:31])[H:32])([H:33])[H:34])([C:23]([H:36])([H:37])[H:38])[H:35])[C:29]([H:43])=[C:28]1[H:42]
1991,[C:1]([H:7])([H:8])([H:9])[C:15]([C:14]([C:13]([H:20])([H:21])[H:22])([H:23])[H:24])([C:16]([H:25])([H:26])[H:27])[C:17](=[O:18])[O:19][H:28].[C:2](=[C:3]([H:10])[H:11])[C:4](=[O:5])[O:6][H:12]
1992,[C:15]([O:16][C:17]=[C:18]([H:23])[H:24])([H:19])([H:20])[H:21].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:22])([H:11])[H:12])([H:8])([H:9])[H:10]
1993,[C:1]([C:2]([C:3]([C:4]([H:15])([H:16])[H:17])([C:5]([H:18])([H:19])[H:20])[C:6]([O:7][H:36])[O:8][C:9]([H:21])([H:22])[H:23])([H:13])[H:14])([H:10])([H:11])[H:12].[C:24]([C:25]([C:26]([H:27])=[N:28][C:29](=[O:30])[H:37])([H:34])[H:35])([H:31])([H:32])[H:33]
1994,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])=[C:8]([H:9])[H:10])([H:14])[H:15])([H:11])([H:12])[H:13].[C:21]([C:22]([C:23]([H:36])([H:37])[H:38])([c:24]1[c:25]([H:39])[c:26]([H:40])[c:27]([H:41])[c:28]([H:42])[c:29]1[H:43])[H:35])([H:33])[H:34].[H:16][C:20]([H:30])([H:31])[H:32]
1995,[C:16]([C:17]([C:18]([H:19])[O:20][C:21]([H:27])([H:28])[H:29])([H:25])[H:26])([H:22])([H:23])[H:24].[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]
1996,[C:1]([O:2][O:3])([H:4])([H:5])[H:6].[C:7]([O:8][C:9](=[C:10]([H:15])[H:16])[H:14])([H:11])([H:12])[H:13]
1997,[C:15](=[C:16]([N:17]([C:18](=[O:19])[H:24])[H:23])[H:22])[H:21].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:20])([H:11])[H:12])([H:8])([H:9])[H:10]
1998,[C:1](=[C:2]([C:3]1([C:19]([C:18]([C:17]([H:25])([H:26])[H:27])([H:28])[H:29])([H:20])[O:21][C:22](=[O:23])[C:24]([H:30])([H:31])[H:32])[C:4]([H:12])[C:5]([H:13])=[C:6]([H:14])[C:7]([H:15])=[C:8]1[H:16])[H:11])([H:9])[H:10]
1999,[C:1]([C:2]([H:3])([H:4])[H:23])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([C:11]([H:19])([H:20])[H:21])([C:12]([H:22])[H:24])[C:13]([H:25])([H:26])[H:27])([H:17])[H:18])([H:14])([H:15])[H:16]
2000,[C:8](=[O:9])[H:20].[O:1]([H:2])[N:7]([C:5]([C:4]([C:3]([H:10])([H:11])[H:12])([H:13])[H:14])([C:6]([H:16])([H:17])[H:18])[H:15])[H:19]
2001,[C:11]([O:12][C:13](=[O:14])[C:15]([C:16]([H:24])([H:25])[H:26])([C:17]([H:27])([H:28])[H:29])[C:18]([H:19])[H:20])([H:21])([H:22])[H:23].[N:1]([C:2](=[O:3])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]
2002,[C:16]([C:17]([C:18]([C:19]([H:26])([H:27])[H:28])=[C:20]([H:30])[H:31])([H:24])[H:25])([H:21])([H:22])[H:23].[C:1]([C:2]([H:12])[H:29])([H:8])([H:9])[H:10].[O:3]([C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])[H:11]
