rxn_smiles,ea
[C:12]([H:15])([H:16])([H:17])[C:18]([F:13])[F:14].[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([F:13])[F:14])([H:7])([H:8])[H:9].[H:20],16.8
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[n+:7]([H:14])[c:19]1[H:20])([H:8])([H:9])[H:10].[F:15][C:18]([F:16])[H:17]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[n+:7]([H:14])[c:19]1[C:18]([F:15])([F:16])[H:17])([H:8])([H:9])[H:10].[H:20],9.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7]([H:19])[c:27]([H:28])[n:8]1)([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7]([H:19])[c:27]([C:26]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])[n:8]1)([H:9])([H:10])[H:11].[H:28],17.8
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:26]([H:27])[c:7]([H:20])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[F:22][C:25]([H:23])[H:24]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:26]([C:25]([F:22])([H:23])[H:24])[c:7]([H:20])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[H:27],16.8
[F:11][C:14]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[c:7]([H:9])[o:6][c:15]1[H:16]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[c:7]([H:9])[o:6][c:15]1[C:14]([F:11])([F:12])[F:13].[H:16],12.6
[C:1]([O:2][c:3]1[c:4]([H:10])[o:5][c:15]([H:16])[n:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[o:5][c:15]([C:14]([F:11])([H:12])[H:13])[n:6]1)([H:7])([H:8])[H:9].[H:16],11.3
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:30]([H:31])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([H:26])([H:27])([H:28])[C:29]([H:24])[H:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:30]([C:29]([C:23]([H:26])([H:27])[H:28])([H:24])[H:25])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:31],13.2
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:27]([H:28])[c:7]([H:20])[n+:8]([H:21])[c:9]1[H:22])([H:10])([H:11])[H:12].[F:23][C:26]([F:24])[F:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:27]([C:26]([F:23])([F:24])[F:25])[c:7]([H:20])[n+:8]([H:21])[c:9]1[H:22])([H:10])([H:11])[H:12].[H:28],14.6
[F:13][C:16]([F:14])[F:15].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:8]([H:12])[c:17]([H:18])[n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:8]([H:12])[c:17]([C:16]([F:13])([F:14])[F:15])[n:9]1.[H:18],11.6
[C:19]([H:22])([H:23])([H:24])[C:25]([H:20])[H:21].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:7]([H:18])[c:26]([H:27])[s:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:7]([H:18])[c:26]([C:25]([C:19]([H:22])([H:23])[H:24])([H:20])[H:21])[s:8]1)([H:9])([H:10])[H:11].[H:27],17.7
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([H:22])[n:7]([H:10])[n:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])[n:7]([H:10])[n:8]1.[H:22],21.0
[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:19]1[H:20])([H:8])([H:9])[H:10].[F:15][C:18]([F:16])[F:17]>>[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:19]1[C:18]([F:15])([F:16])[F:17])([H:8])([H:9])[H:10].[H:20],10.9
[C:19]([H:23])([H:24])([H:25])[C:29]([C:20]([H:26])([H:27])[H:28])[C:21]#[N:22].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:30]([H:31])[s:7][n:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:30]([C:29]([C:19]([H:23])([H:24])[H:25])([C:20]([H:26])([H:27])[H:28])[C:21]#[N:22])[s:7][n:8]1)([H:9])([H:10])[H:11].[H:31],21.9
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],24.6
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([H:22])[s:7][c:8]1[H:10]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])[s:7][c:8]1[H:10].[H:22],18.3
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],11.7
[C:15]([H:18])([H:19])([H:20])[C:21]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:22]([H:23])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:22]([C:21]([C:15]([H:18])([H:19])[H:20])([H:16])[H:17])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:23],9.7
[C:10]([F:11])([F:12])([F:13])[C:16]([H:14])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:9])[s:7][n:6][c:17]1[H:18]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:9])[s:7][n:6][c:17]1[C:16]([C:10]([F:11])([F:12])[F:13])([H:14])[H:15].[H:18],18.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][n:7]([H:19])[c:6]([H:18])[c:27]1[H:28])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][n:7]([H:19])[c:6]([H:18])[c:27]1[C:26]([C:20]([H:23])([H:24])[H:25])([F:21])[F:22])([H:9])([H:10])[H:11].[H:28],20.1
[C:13]([H:16])([H:17])([H:18])[C:19]([F:14])[F:15].[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:20]1[H:21])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:20]1[C:19]([C:13]([H:16])([H:17])[H:18])([F:14])[F:15])([H:7])([H:8])[H:9].[H:21],17.1
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:18]1[H:19])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[s:6][n:5][c:4]([H:10])[c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16])([H:7])([H:8])[H:9].[H:19],18.2
[C:11]([H:14])([H:15])([H:16])[C:17]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:18]([H:19])[s:7][n+:8]1[H:10]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([H:12])[H:13])[s:7][n+:8]1[H:10].[H:19],8.5
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:8]([H:20])[c:32]([H:33])[n+:9]1[H:21])([H:10])([H:11])[H:12].[c:22]1([H:27])[c:23]([H:28])[n:24][c:25]([H:29])[c:26]([H:30])[c:31]1>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:8]([H:20])[c:32](-[c:31]2[c:22]([H:27])[c:23]([H:28])[n:24][c:25]([H:29])[c:26]2[H:30])[n+:9]1[H:21])([H:10])([H:11])[H:12].[H:33],9.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][c:7]([H:19])[n+:6]([H:18])[c:31]1[H:32])([H:9])([H:10])[H:11].[C:20]([H:24])([H:25])([H:26])[C:30]([C:21]([H:27])([H:28])[H:29])[C:22]#[N:23]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][c:7]([H:19])[n+:6]([H:18])[c:31]1[C:30]([C:20]([H:24])([H:25])[H:26])([C:21]([H:27])([H:28])[H:29])[C:22]#[N:23])([H:9])([H:10])[H:11].[H:32],26.1
[C:15]([H:19])([H:20])([H:21])[C:25]([C:16]([H:22])([H:23])[H:24])[C:17]#[N:18].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:26]([H:27])[n+:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:26]([C:25]([C:15]([H:19])([H:20])[H:21])([C:16]([H:22])([H:23])[H:24])[C:17]#[N:18])[n+:7]1[H:14])([H:8])([H:9])[H:10].[H:27],19.3
[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[c:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[c:4]([H:10])[c:22]1-[c:21]1[c:12]([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]1[H:20])([H:7])([H:8])[H:9].[H:23],12.7
[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:16]([H:17])[o:6]1)([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:16]([C:15]([H:12])([H:13])[H:14])[o:6]1)([H:7])([H:8])[H:9].[H:17],13.0
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:29]([H:30])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[C:22]([H:25])([H:26])([H:27])[C:28]([F:23])[F:24]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:29]([C:28]([C:22]([H:25])([H:26])[H:27])([F:23])[F:24])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[H:30],11.3
[C:14]([F:15])([F:16])([F:17])[C:20]([H:18])[H:19].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:9]([H:13])[c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:21]1[H:22]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:9]([H:13])[c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:21]1[C:20]([C:14]([F:15])([F:16])[F:17])([H:18])[H:19].[H:22],20.5
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],25.9
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([H:23])[s:5][n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])[s:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:23],6.5
[F:11][C:14]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[o:7][c:15]([H:16])[n+:8]1[H:10]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[o:7][c:15]([C:14]([F:11])([F:12])[F:13])[n+:8]1[H:10].[H:16],11.5
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[c:7]([H:18])[o:6][c:30]1[H:31])([H:9])([H:10])[H:11].[c:20]1([H:25])[c:21]([H:26])[n:22][c:23]([H:27])[c:24]([H:28])[c:29]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[c:7]([H:18])[o:6][c:30]1-[c:29]1[c:20]([H:25])[c:21]([H:26])[n:22][c:23]([H:27])[c:24]1[H:28])([H:9])([H:10])[H:11].[H:31],11.4
[C:14]([C:15]([F:16])([F:17])[F:18])([H:21])([H:22])[C:23]([H:19])[H:20].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:24]([H:25])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:24]([C:23]([C:14]([C:15]([F:16])([F:17])[F:18])([H:21])[H:22])([H:19])[H:20])[n:7]1)([H:8])([H:9])[H:10].[H:25],17.7
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],18.9
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[s:6][c:23]1[H:24])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[s:6][c:23]1[C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])([H:7])([H:8])[H:9].[H:24],16.9
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:26]([H:27])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:7]1)([H:8])([H:9])[H:10].[H:27],14.8
[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:21]1[H:22])([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]([H:19])[c:20]1>>[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:21]1-[c:20]1[c:11]([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]1[H:19])([H:7])([H:8])[H:9].[H:22],14.3
[F:12][C:15]([F:13])[F:14].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:11])[n:7]([H:10])[c:6]([H:9])[c:16]1[H:17]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:11])[n:7]([H:10])[c:6]([H:9])[c:16]1[C:15]([F:12])([F:13])[F:14].[H:17],17.0
[C:1]([O:2][c:3]1[c:6]([H:10])[s:5][n:4][c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:6]([H:10])[s:5][n:4][c:15]1[C:14]([F:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],14.7
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[C:1]([O:2][c:3]1[n:6][c:5]([H:10])[s:4][c:18]1[H:19])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6][c:5]([H:10])[s:4][c:18]1[C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])([H:7])([H:8])[H:9].[H:19],12.0
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n+:7]([H:11])[c:8]([H:12])[c:23]([H:24])[n:9]1.[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n+:7]([H:11])[c:8]([H:12])[c:23](-[c:22]2[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]2[H:21])[n:9]1.[H:24],9.4
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[o:7][c:6]([H:18])[c:24]1[H:25])([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[o:7][c:6]([H:18])[c:24]1[C:23]([H:20])([H:21])[H:22])([H:9])([H:10])[H:11].[H:25],20.4
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],13.6
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],15.0
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[n:9][c:8]([H:21])[c:7]([H:20])[c:6]([H:19])[c:33]1[H:34])([H:10])([H:11])[H:12].[C:22]([H:26])([H:27])([H:28])[C:32]([C:23]([H:29])([H:30])[H:31])[C:24]#[N:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[n:9][c:8]([H:21])[c:7]([H:20])[c:6]([H:19])[c:33]1[C:32]([C:22]([H:26])([H:27])[H:28])([C:23]([H:29])([H:30])[H:31])[C:24]#[N:25])([H:10])([H:11])[H:12].[H:34],27.7
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21]([H:22])[n:7][s:8]1.[c:10]1([H:15])[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:20]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:21](-[c:20]2[c:10]([H:15])[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]2[H:19])[n:7][s:8]1.[H:22],14.1
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:19]([H:20])[n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:19]([C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])[n+:6]1[H:11])([H:7])([H:8])[H:9].[H:20],14.0
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([H:27])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:27],16.5
[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([H:17])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([C:15]([F:12])([F:13])[F:14])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:17],13.9
[C:15]([H:18])([H:19])([H:20])[C:21]([F:16])[F:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:22]([H:23])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:22]([C:21]([C:15]([H:18])([H:19])[H:20])([F:16])[F:17])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:23],11.6
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],15.5
[F:13][C:16]([H:14])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:12])[c:7]([H:11])[n+:6]([H:10])[c:17]1[H:18]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:12])[c:7]([H:11])[n+:6]([H:10])[c:17]1[C:16]([F:13])([H:14])[H:15].[H:18],17.5
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],13.5
[C:1]([O:2][c:3]1[c:4]([H:11])[c:19]([H:20])[c:5]([H:12])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:15][C:18]([H:16])[H:17]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:19]([C:18]([H:15])([H:16])[H:17])[c:5]([H:12])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:20],15.8
[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:21]1[H:22])([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]([H:19])[c:20]1>>[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:21]1-[c:20]1[c:11]([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]1[H:19])([H:7])([H:8])[H:9].[H:22],19.1
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n:6][c:7]([H:13])[c:24]1[H:25])([H:8])([H:9])[H:10].[c:14]1([H:19])[c:15]([H:20])[n:16][c:17]([H:21])[c:18]([H:22])[c:23]1>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n:6][c:7]([H:13])[c:24]1-[c:23]1[c:14]([H:19])[c:15]([H:20])[n:16][c:17]([H:21])[c:18]1[H:22])([H:8])([H:9])[H:10].[H:25],13.4
